10,0.000160001
10,0.000149732
10,0.000147366
10,0.000152188
10,0.000110523
10,0.00913502
10,0.000148311
10,0.000150766
10,0.000145812
10,0.000152388
10,0.000127359
10,0.000183633
10,0.000146527
10,0.000148718
10,0.000147023
10,0.000159717
10,0.000106899
10,0.000165388
10,0.000208733
10,0.000150231
100,0.000171381
100,0.000172256
100,0.000170146
100,0.000186698
100,0.000174903
100,0.000170856
100,0.000172605
100,0.000196503
100,0.000176357
100,0.000187085
100,0.000174009
100,0.000176206
100,0.00017035
100,0.000202846
100,0.000169969
100,0.000169671
100,0.000175288
100,0.000177464
100,0.00030081
100,0.000170653
1000,0.000544191
1000,0.000544121
1000,0.000540914
1000,0.000547345
1000,0.000558688
1000,0.000547175
1000,0.00045563
1000,0.0337406
1000,0.000637575
1000,0.000577542
1000,0.000548877
1000,0.000544281
1000,0.000635401
1000,0.000578456
1000,0.000554806
1000,0.0005455
1000,0.000540975
1000,0.00323182
1000,0.000544285
1000,0.000549026
10000,0.00219604
10000,0.00216943
10000,0.00703525
10000,0.00227229
10000,0.00810223
10000,0.0045195
10000,0.00213211
10000,0.00220151
10000,0.00218554
10000,0.0392133
10000,0.0021719
10000,0.00223455
10000,0.00215358
10000,0.00223586
10000,0.00228293
10000,0.00224774
10000,0.00230073
10000,0.00218118
10000,0.00215061
10000,0.0103648
100000,0.0552848
100000,0.0511835
100000,0.0506085
100000,0.0497328
100000,0.0503606
100000,0.0511755
100000,0.050382
100000,0.0499239
100000,0.0497332
100000,0.0496433
100000,0.0499061
100000,0.0497368
100000,0.0512146
100000,0.0497795
100000,0.0500113
100000,0.0504338
100000,0.0507714
100000,0.0502912
100000,0.0497469
100000,0.0499076
1000000,0.576519
1000000,0.494237
1000000,0.495958
1000000,0.474345
1000000,0.489798
1000000,0.486679
1000000,0.491685
1000000,0.486088
1000000,0.475268
1000000,0.492919
1000000,0.488979
1000000,0.495034
1000000,0.486528
1000000,0.474179
1000000,0.487395
1000000,0.486699
1000000,0.491485
1000000,0.488833
1000000,0.475985
1000000,0.494227
10000000,3.04294
10000000,2.30002
10000000,2.30748
10000000,2.30123
10000000,2.30651
10000000,2.30464
10000000,2.29854
10000000,2.30043
10000000,2.30022
10000000,2.31181
10000000,2.29666
10000000,2.30074
10000000,2.84538
10000000,2.30249
10000000,2.3052
10000000,2.31422
10000000,2.30132
10000000,2.30166
10000000,2.29611
10000000,2.30352
