10,0.275744
10,0.247392
10,0.217344
10,0.215776
10,0.225856
10,0.22544
10,0.227776
10,0.231456
10,0.218176
10,0.213344
10,0.21632
10,0.22208
10,0.227168
10,0.224832
10,0.218912
10,0.221856
10,0.228416
10,0.2736
10,0.2184
10,0.220032
100,0.327776
100,0.310848
100,0.304608
100,0.315808
100,0.321728
100,0.305184
100,0.34304
100,0.314688
100,0.30352
100,0.396928
100,0.308448
100,0.4056
100,0.320896
100,0.307392
100,0.324352
100,0.323712
100,0.315264
100,0.302784
100,0.341408
100,0.313056
1000,3.46525
1000,3.55053
1000,3.53987
1000,3.58096
1000,3.64381
1000,3.62675
1000,3.63392
1000,3.58534
1000,3.58064
1000,3.68957
1000,3.59194
1000,3.56054
1000,3.5239
1000,3.50166
1000,3.70138
1000,3.59741
1000,3.81699
1000,3.55226
1000,3.53722
1000,3.64614
10000,2.172
10000,2.1632
10000,2.14413
10000,2.39395
10000,2.15091
10000,2.1729
10000,2.17731
10000,2.19402
10000,2.13626
10000,2.17354
10000,2.65597
10000,2.19005
10000,2.14205
10000,2.12714
10000,2.1608
10000,2.55754
10000,2.12336
10000,2.16368
10000,2.2751
10000,2.12058
100000,17.3335
100000,17.1212
100000,16.7689
100000,17.0253
100000,16.4837
100000,16.4409
100000,16.9978
100000,16.3024
100000,16.4119
100000,16.4007
100000,16.4158
100000,16.3812
100000,16.3377
100000,16.3729
100000,16.8279
100000,17.1898
100000,16.6479
100000,16.5371
100000,16.3528
100000,16.468
1000000,128.971
1000000,118.469
1000000,118.289
1000000,118.474
1000000,118.455
1000000,130.166
1000000,118.355
1000000,118.767
1000000,118.544
1000000,118.587
1000000,129.85
1000000,118.488
1000000,118.796
1000000,118.652
1000000,118.611
1000000,129.926
1000000,118.321
1000000,118.78
1000000,118.519
1000000,118.606
10000000,554.335
10000000,540.019
10000000,544.72
10000000,545.388
10000000,547.634
10000000,552.333
10000000,554.823
10000000,551.659
10000000,550.131
10000000,545.075
10000000,545.415
10000000,550.454
10000000,542.792
10000000,550.103
10000000,547.241
10000000,544.193
10000000,552.372
10000000,554.875
10000000,550.377
10000000,547.537
