10,0.002
10,0.001
10,0.002
10,0.002
10,0.001
10,0.002
10,0.002
10,0.001
10,0.002
10,0.002
10,0.001
10,0.002
10,0.002
10,0.002
10,0.002
10,0.002
10,0.001
10,0.002
10,0.001
10,0.002
100,0.029
100,0.029
100,0.029
100,0.029
100,0.029
100,0.029
100,0.029
100,0.029
100,0.029
100,0.029
100,0.029
100,0.029
100,0.029
100,0.029
100,0.029
100,0.029
100,0.029
100,0.034
100,0.034
100,0.029
1000,0.727
1000,0.726
1000,0.907
1000,0.817
1000,0.84
1000,0.837
1000,0.582
1000,0.583
1000,0.836
1000,0.684
1000,0.837
1000,0.791
1000,0.838
1000,0.831
1000,0.831
1000,0.833
1000,0.849
1000,0.582
1000,0.819
1000,0.792
10000,3.783
10000,3.818
10000,4.098
10000,3.882
10000,4.187
10000,3.956
10000,4.07
10000,4.192
10000,3.638
10000,5.554
10000,4.547
10000,4.017
10000,3.715
10000,3.786
10000,5.002
10000,3.924
10000,3.68
10000,3.687
10000,3.839
10000,4.15
100000,91.888
100000,97.318
100000,93.143
100000,94.517
100000,90.635
100000,90.555
100000,92.841
100000,93.275
100000,91.009
100000,91.507
100000,91.956
100000,90.864
100000,90.795
100000,90.775
100000,90.343
100000,90.208
100000,91.128
100000,90.255
100000,90.527
100000,90.728
1000000,866.26
1000000,865.435
1000000,864.713
1000000,867.225
1000000,866.907
1000000,865.883
1000000,869.19
1000000,867.503
1000000,870.144
1000000,875.698
1000000,866.21
1000000,869.036
1000000,864.686
1000000,864.942
1000000,867.597
1000000,865.655
1000000,868.013
1000000,867.332
1000000,866.959
1000000,868.687
10000000,4778.93
10000000,4767.36
10000000,4816.58
10000000,4769.45
10000000,4757.23
10000000,4756.91
10000000,4769.01
10000000,4764.84
10000000,4756.39
10000000,4780.73
10000000,4767.73
10000000,4768.2
10000000,4781.81
10000000,4762.34
10000000,4752.49
10000000,4766.61
10000000,4771.59
10000000,4759.71
10000000,4765.32
10000000,4760.6
